listingName,producerID,bottler,originCountry,drinkType,typeCategory,age,abv,reviewLink,officialDesc,sourceLink,photo
Wilyabrup Cabernet Sauvignon - Merlot 2022,65c62d54876f110ab72a299a,OB,Australia,Wine (Grape wine),Red Wine - Single Varietal,N.A.,13.50%,,,,
Cabernet Sauvignon 2019,65c62d54876f110ab72a299e,OB,United States,Wine (Grape wine),Red Wine - Single Varietal,N.A.,13.90%,,,,
Sonoma County Merlot 2019,65c62d54876f110ab72a299e,OB,United States,Wine (Grape wine),Red Wine - Single Varietal,N.A.,13.90%,,,,
Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,65c62d54876f110ab72a299f,OB,France,Wine (Grape wine),"Sparkling White (Incl Champagne) - Blend of Varietals, NOT natural wine",N.A.,12.00%,,,,
100 Aspects Of The Moon Vol. 1 Uitvlugt 1991 31 Year Old,65c62d54876f110ab72a29a2,Precious Liquors,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),31,52.60%,https://88bamboo.co/blogs/rum-reviews/two-volumes-of-100-aspects-of-the-moon-uitvlugt-1991-31-year-old-diamond-2001-22-year-old-as-selected-by-precious-liquors-and-stefan-van-eycken,,,
100 Aspects Of The Moon Vol. 2 Port Mourant Stills 2001 22 Year Old,65c62d54876f110ab72a29a2,Precious Liquors,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),22,45.20%,https://88bamboo.co/blogs/rum-reviews/two-volumes-of-100-aspects-of-the-moon-uitvlugt-1991-31-year-old-diamond-2001-22-year-old-as-selected-by-precious-liquors-and-stefan-van-eycken,,,
Diamond 1996 'Captain Benjamin Hornigold' Golden Age of Piracy,65c62d54876f110ab72a29a2,Distilia,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),26,50.20%,https://88bamboo.co/blogs/rum-reviews/three-pirates-walk-into-a-bar-distilia-tdl-1991-black-bart-diamond-1996-captain-benjamin-hornigold-grenada-westerhall-1993-edward-low-golden-age-of-piracy,,,
Port Mourant 1974 Full Proof Old Demerara Rum,65c62d54876f110ab72a29a2,Velier,Guyana,Rum / Rhum,Molasses - Traditional Rum (Column Still),34,54.50%,,,,
"Enmore 1994 REV, 'Victoria Amazonica' Floral Rum Series for Catawiki",65c62d54876f110ab72a29a2,Distilia,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),28,51.80%,https://88bamboo.co/blogs/rum-reviews/enmore-rev-1994-victoria-amazonica-distilia-for-catawiki-28-year-old-51-8-abv,,,
Skeldon 1978 Full Proof Old Demerara Rum,65c62d54876f110ab72a29a2,Velier,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),27,60.40%,,,,
Uitvlugt 1991 'Samuel Bellamy' Golden Age of Piracy,65c62d54876f110ab72a29a2,Distilia,Guyana,Rum / Rhum,Molasses - Pure Single Rum (Pot Still),30,62.00%,https://88bamboo.co/blogs/rum-reviews/three-more-pirates-from-distilias-golden-age-of-piracy-woodes-rogers-new-yarmouth-1994-27-year-old-67-1-abv-samuel-bellamy-uitvlugt-1991-30-year-old-62-abv-charles-vane-long-pond-1983-38-year-old-52-5-abv,,,
Diamond And Port Mourant 1999,65c62d54876f110ab72a29a2,Velier,Guyana,Rum / Rhum,Molasses - All Others (Including Multi-Distillery Blend),15,52.30%,,,,
Ube Cream Liqueur,65c62d54876f110ab72a29a1,OB,Philippines,Liqueur,Cream,,20.00%,https://88bamboo.co/blogs/everything-nice/ube-cream-liqueur-destileria-barako-20-abv,The world's first award-winning ube cream liqueur crafted with the precolonial root staple crop of the Filipino people. Proudly made in the Philippines.,,
Classic Brut Champagne N.V.,65c62d54876f110ab72a29a3,OB,France,Wine (Grape wine),"Sparkling White (Incl Champagne) - Blend of Varietals, NOT natural wine",N.A.,12.00%,,,,
Disaronno Amaretto,65c62d54876f110ab72a29a6,OB,Italy,Liqueur,Nutty,,28.00%,,"A popular traditional digestif, Disaronno shows intense marzipan and Battenberg cake flavours on the palate and is a welcome addition in many cocktails.",,
Pere Labat Distillerie Poison 2010 Velier 70th Anniversary,65c62d54876f110ab72a29a5,Velier,Guadeloupe,Rum / Rhum,Syrup / Juice - Clairin / Cachaca / Aguardiente,7,57.50%,https://88bamboo.co/blogs/rum-reviews/poisson-pere-labat-2010-velier-rhum-vieux-70th-anniversary-57-5-abv,,,
Don Julio Blanco,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Blanco,,40.00%,,"Using the finest blue agave plant and a time honored distillation process, Don Julio® Blanco Tequila is tequila in its truest form.",,
Don Julio Reposado,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Reposado,,40.00%,,"Aged for eight months in American white-oak barrels, Don Julio® Reposado Tequila is golden amber in color, and offers a rich, smooth finish—the very essence of the perfect barrel-aged tequila.",,
Don Julio Anejo,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Anejo,,40.00%,,"Barrel aged in smaller batches for eighteen months in American white-oak barrels, Don Julio® Añejo Tequila is a testament to the craft of making a superior tasting, aged tequila.",,
Don Julio 70 Cristalino,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Anejo,,40.00%,,"Don Julio 70® Añejo Cristalino Tequila is the culmination of 70 years of knowledge, expertise and innovation that brings the smoothness of a Blanco tequila and the complexity of an Añejo tequila together for a totally unique tequila experience.",,
Don Julio Primavera,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Reposado,,40.00%,,"In 1942, Don Julio González decided to establish his roots in Atotonilco El Alto, Mexico where he acquired his Distillery “La Primavera”. Tequila Don Julio Primavera honors our late founder's legacy as he believed reposado tequila was tequila at its finest. This deliciously smooth expression takes Tequila Don Julio's traditional Reposado and finishes it in a highly coveted European cask, which previously held wine infused with macerated orange peel, for a silky, sophisticated, light citrus taste.",,
Don Julio 1942,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Anejo,,40.00%,https://88bamboo.co/blogs/tequila-mezcal-reviews/don-julio-1942-tequila-anejo-38-abv,"Celebrated in exclusive cocktail bars, restaurants and nightclubs, the iconic Don Julio 1942® Tequila is the choice of connoisseurs around the globe.",,
Don Julio Ultima Reserva,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Extra Anejo,,40.00%,,"In 2006, Don Julio, with his family, planted their final agave field. In honor of his devotion and craftsmanship, this agave harvest was carefully distilled, barreled, and set aside for a special use. To preserve this tequila and the exquisite agave piñas behind it, we have implemented a Solera aging system.",,
Don Julio Rosado,65c62d54876f110ab72a29a9,OB,Mexico,Tequila,Reposado,,40.00%,,Don Julio Rosado is a reposado tequila finished in Ruby Port wine casks from the enchanting Douro wine region of Northern Portugal. The result is a deliciously unique reposado tequila with a delicate pink hue and sweet notes of dried red fruit & caramel.,,
Dornoch Distillery 2017 Cask No. 001,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,3,59.40%,https://88bamboo.co/blogs/whisky-reviews/dornoch-distillery-2017-cask-no-001-59-4-abv-ob-of-893-bottles,2017 Vintaged Aged 3 Year,,
Dornoch Distillery 2017 Cask No. 16,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,54.20%,,"1st fill ex Journeyman Bourbon Octave, floor-malted plumage archer barley, brewers yeast (Belgian Trappist), 7-day ferment.",,
Dornoch Distillery 2018 Cask No. 54,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,55.50%,,2018 Vintage Aged 4 Year,,
Dornoch Distillery 2017 Cask No. 2,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.30%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 3,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,60.00%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 4,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,59.80%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 10,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,59.06%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 83,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,55.30%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 12,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,59.10%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 76,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,57.20%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 13,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,55.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 6,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,58.80%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 97,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,56.30%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 90,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,55.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 99,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 15,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 5,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,60.50%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 108,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 9,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,62.50%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 11,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.60%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 23,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,57.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 8,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,59.20%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 28,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,60.50%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 14,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.40%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 32,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,56.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 33,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.20%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 46,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,57.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 84,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,57.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 51,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 93,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,57.80%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 115,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,57.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 34,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,57.40%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 64,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,54.10%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 129,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,4,57.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 80,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,55.90%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 48,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,56.40%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 21,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2020 Cask No. 237,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,3,57.40%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 68,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,53.40%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 40,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,61.50%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 42,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,58.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 100,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,56.60%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 101,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,56.70%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 49,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,54.50%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2017 Cask No. 7,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,6,58.60%,,1st Fill Bourbon Octave,,
Dornoch Distillery 2018 Cask No. 124,65c62d54876f110ab72a29aa,OB,Scotland,Whiskey / Whisky,Single Malt,5,57.40%,,Refill Bourbon (100L),,
10 Years Old Tawny Port N.V.,65c62d54876f110ab72a29ab,OB,Portugal,Wine (Grape wine),"Fortified Wine (Incl. Port, Sherry, Apera) - Single Varietal ",N.A.,20.00%,,,,
Fine Tawny Port N.V.,65c62d54876f110ab72a29ab,OB,Portugal,Wine (Grape wine),"Fortified Wine (Incl. Port, Sherry, Apera) - Single Varietal ",N.A.,19.00%,,,,
Fine Ruby Port N.V.,65c62d54876f110ab72a29ab,OB,Portugal,Wine (Grape wine),"Fortified Wine (Incl. Port, Sherry, Apera) - Single Varietal ",N.A.,19.00%,,,,
PSI 2018,65c62d54876f110ab72a29a8,OB,Spain,Wine (Grape wine),Red Wine - Single Varietal,N.A.,14.00%,,,,
Drumshanbo Gunpowder Irish Gin,65c62d54876f110ab72a29ac,OB,Ireland,Gin,Contemporary,,43.00%,,"An Irish spirit with a far-eastern character from The Shed distillery in Ireland, made with a signature botanical of Gunpowder green tea. From the Chinese province of Zejiang, Gunpowder tea is made by slowly drying green tea leaves before tightly rolling them into small, round pellets. Its use in this gin results in a zesty, bold spirit full of oriental spices that are complimented by other botanicals such as Kaffir limes, meadowsweet and star anise",,
Carte d'Or Brut Champagne N.V.,65c62d54876f110ab72a29ad,OB,France,Wine (Grape wine),"Sparkling White (Incl Champagne) - Blend of Varietals, NOT natural wine",N.A.,12.00%,,,,
Pinot Noir Brut Nature Champagne N.V.,65c62d54876f110ab72a29ad,OB,France,Wine (Grape wine),"Sparkling White (Incl Champagne) - Single Varietal, NOT natural wine",N.A.,12.00%,,,,
Napa Valley Cabernet Sauvignon 2019,65c62d54876f110ab72a29af,OB,United States,Wine (Grape wine),Red Wine - Single Varietal,N.A.,14.20%,,,,
Eden Mill 2019,65c62d54876f110ab72a29ae,OB,Scotland,Whiskey / Whisky,Single Malt,NAS,46.50%,https://88bamboo.co/blogs/whisky-reviews/eden-mill-2019-release-46-5-ob-nas-2019-of-3000-bottles,"The Eden Mill 2019 Release Single Malt is a limited release of 3,000 70cl bottles.",,
Elephant Sloe Gin,65c62d54876f110ab72a29b1,OB,Germany,Gin,Sloe Gin,,35.00%,,"We have combined our award-winning Elephant London Dry Gin with the classic flavour of fresh sloe berries. Macerated in the gin for several months, these wild berries add a richly rounded, lightly sweet and exquisitely fruity bouquet as well as a typical warm red colour to the spirit. Compared to other sloe gins, Elephant Sloe Gin has a lower sugar content paired with higher alcohol volume of 35%. This makes it perfectly suited to mixing in cocktails as well as enjoying it neat.",,
Elephant London Dry Gin,65c62d54876f110ab72a29b1,OB,Germany,Gin,London Dry / Classic,,45.00%,,"The gin’s nose yields a subtle juniper aroma with an undertone of mountain pine and other herbaceous notes. The taste is complex but strikingly smooth encompassing floral, fruity and spicy flavours which can be enjoyed both straight and in a cocktail. Each bottle is custom-made, adorned with hand-written labels and embossed with a crest. Each batch is named after past great tuskers and elephants that Elephant Gin’s partner elephant conservation foundations currently help to protect.",,
Elephant Strength Gin,65c62d54876f110ab72a29b1,OB,Germany,Gin,London Dry / Classic,,57.00%,,"Whilst the Elephant London Dry Gin and Elephant Strength Gin share the same fourteen botanicals, including rare African ingredients, to create their distinctive flavour profiles, the latter uses twice the quantity of botanicals and has an ABV of 57%. The botanical focus is also specifically centred around juniper, orange peel, mountain pine and African buchu, with its blackcurrant-like flavour profile. The result is a more powerful nose and taste - without losing the silky-smooth character that the Elephant London Dry Gin has become celebrated for. ",,
Ghost Series #9 Akashi 2015 Ex-Sake Cask by Stefan Van Eycken & Hideo Yamaoka,65c62d54876f110ab72a29b2,OB,Japan,Whiskey / Whisky,Single Malt,3,61.50%,https://88bamboo.co/blogs/whisky-reviews/ghost-series-9-akashi-3-year-old-2015-ex-sake-cask-eigashima,,,
Ghost Series #14 Akashi 2015 Single Cabernet Franc Cask by Stefan Van Eycken & Hideo Yamaoka,65c62d54876f110ab72a29b2,OB,Japan,Whiskey / Whisky,Single Malt,4,62.00%,https://88bamboo.co/blogs/whisky-reviews/ghost-series-14-akashi-4-year-old-2015-single-cabernet-franc-cask-eigashima,,,
Montepulciano d'Abruzzo 1993,65c62d54876f110ab72a29b3,OB,Italy,Wine (Grape wine),Red Wine - Single Varietal,N.A.,13.50%,,,,
Finca Resalso 2021,65c62d54876f110ab72a29b4,OB,Spain,Wine (Grape wine),Red Wine - Single Varietal,N.A.,14.00%,,,,
Emmanuel Camut Cask 001 bottled for Colheitas and The Auld Alliance,65c62d54876f110ab72a29b6,OB,France,Whiskey / Whisky,Single Malt,NAS,50.00%,https://88bamboo.co/blogs/whisky-reviews/emmanuel-camut-distillerie-single-malt-cask-001-50-abv-bottled-for-colheitas-and-the-auld-alliance,,,
Eminente Millesime 2012 100% Aguardiente Bottled for Excellence Rhum & La Conferie du Rhum 10th Anniversary,65c62d54876f110ab72a29b5,OB,Cuba,Rum / Rhum,Juice - Clairin / Cachaca / Aguardiente,10,55.50%,,,,
